shipment_id,route_id,ship_ts_utc,service_start_local,service_end_local,tz_offset_minutes
3773,R006,2026-03-17T22:09:00+00:00,2026-03-17T04:49:00,2026-03-17T07:46:00,180
3774,R006,2026-03-17T23:21:00+00:00,2026-03-17T11:37:00,2026-03-17T14:32:00,180
3775,R006,2026-03-17T00:42:00+00:00,2026-03-17T04:53:00,2026-03-17T08:20:00,180
3776,R006,2026-03-16T18:02:00+00:00,2026-03-16T23:51:00,2026-03-17T03:07:00,180
3777,R006,2026-03-16T20:57:00+00:00,2026-03-17T00:18:00,2026-03-17T02:48:00,180
3778,R006,2026-03-18T01:59:00Z,2026-03-17T05:02:00,2026-03-17T07:40:00,180
3779,R006,2026-03-16T23:58:00+00:00,2026-03-17T05:11:00,2026-03-17T07:48:00,180
3780,R006,2026-03-17T04:11:00+00:00,2026-03-17T05:00:00,2026-03-17T07:49:00,180
3781,R006,2026-03-18T08:41:00Z,2026-03-18T11:32:00,2026-03-18T14:36:00,180
3782,R006,2026-03-18T01:13:00+00:00,2026-03-18T21:52:00,2026-03-19T01:23:00,180
3783,R006,2026-03-18T17:44:00+00:00,2026-03-18T20:41:00,2026-03-18T23:53:00,180
3784,R006,2026-03-18T02:12:00Z,2026-03-18T11:48:00,2026-03-18T14:14:00,180
3785,R006,2026-03-17T23:08:00+00:00,2026-03-18T04:45:00,2026-03-18T07:43:00,180
3786,R006,2026-03-17T20:46:00Z,2026-03-17T23:58:00,2026-03-18T03:01:00,180
3787,R006,2026-03-17T00:20:00+00:00,2026-03-17T23:55:00,2026-03-18T02:53:00,180
3788,R006,2026-03-19T02:59:00Z,2026-03-18T22:18:00,2026-03-19T01:18:00,180
3789,R006,2026-03-18T18:30:00Z,2026-03-18T21:44:00,2026-03-19T01:40:00,180
3790,R006,2026-03-18T17:17:00+00:00,2026-03-18T20:12:00,2026-03-18T23:52:00,180
3791,R006,2026-03-18T02:36:00+00:00,2026-03-18T21:49:00,2026-03-19T01:31:00,180
3792,R006,2026-03-18T00:03:00Z,2026-03-18T20:20:00,2026-03-18T23:40:00,180
3793,R006,2026-03-18T00:02:00+00:00,2026-03-17T23:48:00,2026-03-18T03:06:00,180
3794,R006,2026-03-17T20:57:00+00:00,2026-03-17T23:43:00,2026-03-18T03:11:00,180
3795,R006,2026-03-19T00:13:00Z,2026-03-18T20:39:00,2026-03-18T23:56:00,180
3796,R006,2026-03-18T02:05:00Z,2026-03-18T00:10:00,2026-03-18T03:03:00,180
3797,R006,2026-03-18T18:44:00+00:00,2026-03-18T21:46:00,2026-03-19T01:32:00,180
3798,R006,2026-03-18T00:08:00Z,2026-03-18T11:20:00,2026-03-18T14:18:00,180
3799,R006,2026-03-17T00:00:00+00:00,2026-03-17T23:57:00,2026-03-18T02:47:00,180
3800,R006,2026-03-16T22:10:00Z,2026-03-18T00:20:00,2026-03-18T03:02:00,180
3801,R006,2026-03-18T00:06:00+00:00,2026-03-18T00:02:00,2026-03-18T02:51:00,180
3802,R006,2026-03-17T23:47:00+00:00,2026-03-17T23:53:00,2026-03-18T03:09:00,180
3803,R006,2026-03-18T11:34:00+00:00,2026-03-18T11:38:00,2026-03-18T14:24:00,180
3804,R006,2026-03-18T17:05:00+00:00,2026-03-18T20:11:00,2026-03-18T23:43:00,180
3805,R006,2026-03-18T02:18:00Z,2026-03-18T22:13:00,2026-03-19T01:29:00,180
3806,R006,2026-03-17T20:51:00Z,2026-03-17T23:50:00,2026-03-18T03:11:00,180
3807,R006,2026-03-19T02:33:00Z,2026-03-18T22:03:00,2026-03-19T01:13:00,180
3808,R006,2026-03-17T20:34:00Z,2026-03-17T23:45:00,2026-03-18T03:00:00,180
3809,R006,2026-03-18T02:03:00Z,2026-03-17T23:40:00,2026-03-18T03:04:00,180
3810,R006,2026-03-18T08:11:00Z,2026-03-18T11:11:00,2026-03-18T14:47:00,180
3811,R006,2026-03-19T00:03:00+00:00,2026-03-18T11:25:00,2026-03-18T14:11:00,180
3812,R006,2026-03-18T17:35:00Z,2026-03-18T21:49:00,2026-03-19T01:46:00,180
3813,R006,2026-03-17T22:15:00Z,2026-03-18T11:20:00,2026-03-18T14:10:00,180
3814,R006,2026-03-18T21:04:00+00:00,2026-03-18T20:13:00,2026-03-18T23:40:00,180
3815,R006,2026-03-18T18:43:00Z,2026-03-18T21:44:00,2026-03-19T01:46:00,180
3816,R006,2026-03-18T01:53:00Z,2026-03-18T04:56:00,2026-03-18T08:00:00,180
3817,R006,2026-03-18T17:08:00Z,2026-03-18T20:19:00,2026-03-19T00:07:00,180
3818,R006,2026-03-19T01:23:00+00:00,2026-03-18T05:00:00,2026-03-18T08:10:00,180
3819,R006,2026-03-18T22:24:00+00:00,2026-03-18T11:29:00,2026-03-18T14:28:00,180
3820,R006,2026-03-17T19:41:00+00:00,2026-03-18T00:05:00,2026-03-18T02:43:00,180
3821,R006,2026-03-19T00:12:00+00:00,2026-03-18T05:07:00,2026-03-18T07:47:00,180
3822,R006,2026-03-16T22:59:00+00:00,2026-03-17T23:47:00,2026-03-18T02:59:00,180
3823,R006,2026-03-17T21:13:00Z,2026-03-18T00:19:00,2026-03-18T02:51:00,180
3824,R006,2026-03-19T00:12:00Z,2026-03-18T04:40:00,2026-03-18T08:16:00,180
3825,R006,2026-03-18T16:15:00Z,2026-03-18T21:44:00,2026-03-19T01:50:00,180
3826,R006,2026-03-18T22:01:00Z,2026-03-18T20:34:00,2026-03-19T00:12:00,180
3827,R006,2026-03-17T00:05:00+00:00,2026-03-18T00:10:00,2026-03-18T02:58:00,180
3828,R006,2026-03-18T09:19:00Z,2026-03-18T11:27:00,2026-03-18T14:25:00,180
3829,R006,2026-03-18T02:44:00+00:00,2026-03-18T05:04:00,2026-03-18T08:17:00,180
3830,R006,2026-03-17T22:54:00+00:00,2026-03-18T04:55:00,2026-03-18T08:18:00,180
3831,R006,2026-03-17T20:55:00Z,2026-03-17T23:41:00,2026-03-18T02:53:00,180
3832,R006,2026-03-18T23:53:00Z,2026-03-18T20:39:00,2026-03-19T00:00:00,180
3833,R006,2026-03-18T00:02:00+00:00,2026-03-18T11:23:00,2026-03-18T14:17:00,180
3834,R006,2026-03-18T00:45:00Z,2026-03-17T23:46:00,2026-03-18T03:13:00,180
3835,R006,2026-03-17T22:13:00Z,2026-03-18T00:17:00,2026-03-18T03:03:00,180
3836,R006,2026-03-18T23:15:00Z,2026-03-18T22:20:00,2026-03-19T01:41:00,180
3837,R006,2026-03-18T23:55:00Z,2026-03-18T04:42:00,2026-03-18T08:04:00,180
3838,R006,2026-03-18T17:17:00Z,2026-03-18T20:32:00,2026-03-19T00:00:00,180
3839,R006,2026-03-19T00:10:00+00:00,2026-03-18T05:07:00,2026-03-18T08:19:00,180
3840,R006,2026-03-17T23:46:00+00:00,2026-03-18T05:05:00,2026-03-18T07:54:00,180
3841,R006,2026-03-19T08:53:00Z,2026-03-19T11:39:00,2026-03-19T14:22:00,180
3842,R006,2026-03-19T10:29:00+00:00,2026-03-19T11:37:00,2026-03-19T14:40:00,180
3843,R006,2026-03-19T19:06:00Z,2026-03-19T22:19:00,2026-03-20T01:23:00,180
3844,R006,2026-03-18T23:47:00Z,2026-03-19T20:35:00,2026-03-20T00:06:00,180
3845,R006,2026-03-17T22:15:00+00:00,2026-03-18T23:59:00,2026-03-19T02:43:00,180
3846,R006,2026-03-18T21:24:00+00:00,2026-03-19T22:20:00,2026-03-20T01:46:00,180
3847,R006,2026-03-20T00:50:00+00:00,2026-03-19T21:56:00,2026-03-20T01:13:00,180
3848,R006,2026-03-20T01:55:00+00:00,2026-03-19T20:48:00,2026-03-19T23:57:00,180
3849,R006,2026-03-18T22:14:00+00:00,2026-03-19T05:17:00,2026-03-19T07:46:00,180
3850,R006,2026-03-18T01:09:00Z,2026-03-19T00:18:00,2026-03-19T02:53:00,180
3851,R006,2026-03-20T01:38:00+00:00,2026-03-19T21:45:00,2026-03-20T01:15:00,180
3852,R006,2026-03-19T16:03:00Z,2026-03-19T20:16:00,2026-03-20T00:03:00,180
3853,R006,2026-03-19T00:22:00+00:00,2026-03-18T23:45:00,2026-03-19T02:45:00,180
3854,R006,2026-03-19T23:52:00Z,2026-03-19T20:11:00,2026-03-20T00:14:00,180
3855,R006,2026-03-20T00:10:00Z,2026-03-19T21:50:00,2026-03-20T01:23:00,180
3856,R006,2026-03-19T19:04:00Z,2026-03-19T21:52:00,2026-03-20T01:34:00,180
3857,R006,2026-03-19T01:05:00+00:00,2026-03-19T20:44:00,2026-03-20T00:18:00,180
3858,R006,2026-03-20T00:13:00Z,2026-03-19T11:45:00,2026-03-19T14:16:00,180
3859,R006,2026-03-19T02:38:00+00:00,2026-03-19T20:13:00,2026-03-19T23:48:00,180
3860,R006,2026-03-19T00:49:00+00:00,2026-03-19T05:13:00,2026-03-19T08:02:00,180
3861,R006,2026-03-18T22:53:00Z,2026-03-18T23:46:00,2026-03-19T03:01:00,180
3862,R006,2026-03-20T00:03:00+00:00,2026-03-19T21:45:00,2026-03-20T01:11:00,180
3863,R006,2026-03-18T23:58:00Z,2026-03-19T21:52:00,2026-03-20T01:37:00,180
3864,R006,2026-03-19T23:30:00+00:00,2026-03-19T21:49:00,2026-03-20T01:27:00,180
3865,R006,2026-03-20T00:40:00Z,2026-03-19T20:42:00,2026-03-20T00:00:00,180
3866,R006,2026-03-19T14:53:00Z,2026-03-19T20:40:00,2026-03-20T00:10:00,180
3867,R006,2026-03-18T23:46:00Z,2026-03-19T00:06:00,2026-03-19T03:08:00,180
3868,R006,2026-03-17T21:49:00+00:00,2026-03-18T23:41:00,2026-03-19T02:42:00,180
3869,R006,2026-03-19T08:17:00+00:00,2026-03-19T11:22:00,2026-03-19T14:29:00,180
3870,R006,2026-03-19T21:12:00+00:00,2026-03-19T21:48:00,2026-03-20T01:13:00,180
3871,R006,2026-03-19T22:36:00+00:00,2026-03-19T04:45:00,2026-03-19T07:40:00,180
3872,R006,2026-03-19T07:12:00+00:00,2026-03-19T11:13:00,2026-03-19T14:14:00,180
3873,R006,2026-03-18T21:30:00+00:00,2026-03-19T22:06:00,2026-03-20T01:13:00,180
3874,R006,2026-03-19T17:39:00+00:00,2026-03-19T20:37:00,2026-03-19T23:41:00,180
3875,R006,2026-03-19T00:35:00Z,2026-03-19T20:24:00,2026-03-19T23:54:00,180
3876,R006,2026-03-18T21:05:00Z,2026-03-19T00:11:00,2026-03-19T02:50:00,180
3877,R006,2026-03-20T01:27:00Z,2026-03-19T21:47:00,2026-03-20T01:22:00,180
3878,R006,2026-03-19T23:20:00Z,2026-03-19T20:29:00,2026-03-20T00:14:00,180
3879,R006,2026-03-19T17:35:00+00:00,2026-03-19T20:32:00,2026-03-20T00:07:00,180
3880,R006,2026-03-17T23:32:00+00:00,2026-03-19T00:08:00,2026-03-19T02:57:00,180
3881,R006,2026-03-18T23:44:00Z,2026-03-19T04:50:00,2026-03-19T07:47:00,180
3882,R006,2026-03-20T01:45:00+00:00,2026-03-19T11:36:00,2026-03-19T14:42:00,180
3883,R006,2026-03-19T00:15:00+00:00,2026-03-19T20:33:00,2026-03-20T00:13:00,180
3884,R006,2026-03-19T01:55:00+00:00,2026-03-19T04:52:00,2026-03-19T08:00:00,180
3885,R006,2026-03-18T00:02:00+00:00,2026-03-19T00:18:00,2026-03-19T02:56:00,180
3886,R006,2026-03-18T23:58:00+00:00,2026-03-19T05:13:00,2026-03-19T07:46:00,180
3887,R006,2026-03-19T20:27:00Z,2026-03-19T21:45:00,2026-03-20T01:18:00,180
3888,R006,2026-03-19T17:02:00Z,2026-03-19T20:43:00,2026-03-19T23:44:00,180
3889,R006,2026-03-19T21:57:00+00:00,2026-03-19T22:11:00,2026-03-20T01:13:00,180
3890,R006,2026-03-19T04:49:00+00:00,2026-03-19T05:19:00,2026-03-19T07:56:00,180
3891,R006,2026-03-18T23:51:00Z,2026-03-19T11:11:00,2026-03-19T14:22:00,180
3892,R006,2026-03-19T19:23:00Z,2026-03-19T20:14:00,2026-03-20T00:06:00,180
3893,R006,2026-03-20T00:56:00Z,2026-03-19T11:29:00,2026-03-19T14:26:00,180
3894,R006,2026-03-18T02:56:00+00:00,2026-03-19T00:14:00,2026-03-19T02:57:00,180
3895,R006,2026-03-19T18:06:00Z,2026-03-19T21:54:00,2026-03-20T01:34:00,180
3896,R006,2026-03-19T22:55:00+00:00,2026-03-19T20:14:00,2026-03-20T00:02:00,180
3897,R006,2026-03-19T02:56:00Z,2026-03-19T20:20:00,2026-03-20T00:12:00,180
3898,R006,2026-03-19T23:07:00+00:00,2026-03-19T11:31:00,2026-03-19T14:44:00,180
3899,R006,2026-03-19T00:23:00Z,2026-03-19T00:06:00,2026-03-19T02:55:00,180
3900,R006,2026-03-18T21:07:00+00:00,2026-03-19T00:20:00,2026-03-19T03:06:00,180
3901,R006,2026-03-20T23:54:00Z,2026-03-20T21:46:00,2026-03-21T01:10:00,180
3902,R006,2026-03-19T23:12:00+00:00,2026-03-19T23:42:00,2026-03-20T02:54:00,180
3903,R006,2026-03-20T00:02:00Z,2026-03-20T04:57:00,2026-03-20T08:02:00,180
3904,R006,2026-03-21T00:02:00Z,2026-03-20T21:54:00,2026-03-21T01:44:00,180
3905,R006,2026-03-21T00:04:00Z,2026-03-20T22:19:00,2026-03-21T01:47:00,180
3906,R006,2026-03-20T00:10:00+00:00,2026-03-20T20:19:00,2026-03-20T23:44:00,180
3907,R006,2026-03-21T00:14:00+00:00,2026-03-20T20:14:00,2026-03-20T23:49:00,180
3908,R006,2026-03-20T02:49:00+00:00,2026-03-20T05:11:00,2026-03-20T08:07:00,180
3909,R006,2026-03-20T06:44:00+00:00,2026-03-20T11:22:00,2026-03-20T14:21:00,180
3910,R006,2026-03-19T21:16:00+00:00,2026-03-20T00:12:00,2026-03-20T02:49:00,180
3911,R006,2026-03-20T17:51:00Z,2026-03-20T20:46:00,2026-03-20T23:45:00,180
3912,R006,2026-03-19T23:30:00+00:00,2026-03-20T04:47:00,2026-03-20T08:09:00,180
3913,R006,2026-03-20T23:44:00+00:00,2026-03-20T11:29:00,2026-03-20T14:19:00,180
3914,R006,2026-03-18T23:46:00+00:00,2026-03-19T23:50:00,2026-03-20T03:05:00,180
3915,R006,2026-03-20T02:00:00Z,2026-03-20T04:52:00,2026-03-20T08:19:00,180
3916,R006,2026-03-21T00:07:00+00:00,2026-03-20T22:15:00,2026-03-21T01:30:00,180
3917,R006,2026-03-19T23:50:00+00:00,2026-03-20T20:30:00,2026-03-21T00:10:00,180
3918,R006,2026-03-20T00:45:00+00:00,2026-03-20T21:40:00,2026-03-21T01:19:00,180
3919,R006,2026-03-19T21:09:00+00:00,2026-03-20T11:18:00,2026-03-20T14:40:00,180
3920,R006,2026-03-20T02:21:00+00:00,2026-03-20T05:04:00,2026-03-20T08:13:00,180
3921,R006,2026-03-20T00:08:00Z,2026-03-20T20:47:00,2026-03-20T23:41:00,180
3922,R006,2026-03-19T23:05:00+00:00,2026-03-20T22:05:00,2026-03-21T01:22:00,180
3923,R006,2026-03-19T22:51:00Z,2026-03-20T20:34:00,2026-03-20T23:59:00,180
3924,R006,2026-03-19T23:54:00Z,2026-03-20T00:12:00,2026-03-20T02:45:00,180
3925,R006,2026-03-20T00:13:00Z,2026-03-20T04:45:00,2026-03-20T08:17:00,180
3926,R006,2026-03-21T02:52:00Z,2026-03-20T20:14:00,2026-03-21T00:12:00,180
3927,R006,2026-03-20T00:00:00+00:00,2026-03-20T20:18:00,2026-03-21T00:02:00,180
3928,R006,2026-03-20T08:47:00+00:00,2026-03-20T11:49:00,2026-03-20T14:50:00,180
3929,R006,2026-03-21T00:05:00+00:00,2026-03-20T11:46:00,2026-03-20T14:33:00,180
3930,R006,2026-03-19T21:42:00+00:00,2026-03-20T21:48:00,2026-03-21T01:38:00,180
3931,R006,2026-03-21T02:15:00+00:00,2026-03-20T04:45:00,2026-03-20T08:02:00,180
3932,R006,2026-03-20T23:04:00Z,2026-03-20T11:38:00,2026-03-20T14:31:00,180
3933,R006,2026-03-20T23:59:00+00:00,2026-03-20T20:22:00,2026-03-20T23:51:00,180
3934,R006,2026-03-20T00:55:00Z,2026-03-20T04:42:00,2026-03-20T08:19:00,180
3935,R006,2026-03-20T02:15:00+00:00,2026-03-20T04:52:00,2026-03-20T07:59:00,180
3936,R006,2026-03-20T01:20:00Z,2026-03-20T11:22:00,2026-03-20T14:20:00,180
3937,R006,2026-03-20T23:48:00+00:00,2026-03-20T11:39:00,2026-03-20T14:34:00,180
3938,R006,2026-03-19T20:32:00Z,2026-03-19T23:42:00,2026-03-20T03:07:00,180
3939,R006,2026-03-20T00:31:00+00:00,2026-03-20T11:17:00,2026-03-20T14:38:00,180
3940,R006,2026-03-21T00:13:00+00:00,2026-03-20T20:23:00,2026-03-20T23:51:00,180
3941,R006,2026-03-20T23:47:00+00:00,2026-03-20T05:14:00,2026-03-20T07:46:00,180
3942,R006,2026-03-19T23:47:00Z,2026-03-20T04:58:00,2026-03-20T08:08:00,180
3943,R006,2026-03-19T21:13:00+00:00,2026-03-20T04:53:00,2026-03-20T07:55:00,180
3944,R006,2026-03-20T23:56:00Z,2026-03-20T20:40:00,2026-03-21T00:08:00,180
3945,R006,2026-03-20T02:12:00Z,2026-03-20T05:03:00,2026-03-20T07:57:00,180
3946,R006,2026-03-20T18:45:00+00:00,2026-03-20T22:00:00,2026-03-21T01:46:00,180
3947,R006,2026-03-19T23:56:00+00:00,2026-03-20T21:56:00,2026-03-21T01:31:00,180
3948,R006,2026-03-20T08:55:00Z,2026-03-20T11:16:00,2026-03-20T14:23:00,180
3949,R006,2026-03-19T21:16:00+00:00,2026-03-20T20:27:00,2026-03-21T00:14:00,180
3950,R006,2026-03-21T02:22:00Z,2026-03-20T05:04:00,2026-03-20T08:04:00,180
3951,R006,2026-03-20T17:51:00+00:00,2026-03-20T20:42:00,2026-03-21T00:04:00,180
3952,R006,2026-03-21T00:07:00Z,2026-03-20T22:19:00,2026-03-21T01:15:00,180
3953,R006,2026-03-19T23:50:00+00:00,2026-03-20T11:32:00,2026-03-20T14:43:00,180
3954,R006,2026-03-19T23:58:00Z,2026-03-20T00:00:00,2026-03-20T02:59:00,180
3955,R006,2026-03-20T22:36:00+00:00,2026-03-20T22:09:00,2026-03-21T01:28:00,180
3956,R006,2026-03-20T18:37:00+00:00,2026-03-20T21:40:00,2026-03-21T01:16:00,180
3957,R006,2026-03-19T20:29:00Z,2026-03-19T23:46:00,2026-03-20T03:01:00,180
3958,R006,2026-03-19T23:56:00Z,2026-03-20T00:19:00,2026-03-20T02:59:00,180
3959,R006,2026-03-21T02:29:00+00:00,2026-03-20T20:27:00,2026-03-21T00:15:00,180
3960,R006,2026-03-20T00:32:00+00:00,2026-03-20T11:14:00,2026-03-20T14:23:00,180
3961,R007,2026-03-10T00:27:00Z,2026-03-09T23:46:00,2026-03-10T02:59:00,330
3962,R007,2026-03-09T21:47:00+00:00,2026-03-10T04:56:00,2026-03-10T07:48:00,330
3963,R007,2026-03-10T00:08:00+00:00,2026-03-09T23:56:00,2026-03-10T02:51:00,330
3964,R007,2026-03-09T23:08:00Z,2026-03-10T11:32:00,2026-03-10T14:27:00,330
3965,R007,2026-03-09T23:33:00+00:00,2026-03-10T00:18:00,2026-03-10T03:20:00,330
3966,R007,2026-03-09T22:04:00+00:00,2026-03-10T04:44:00,2026-03-10T08:19:00,330
3967,R007,2026-03-09T23:49:00Z,2026-03-10T11:47:00,2026-03-10T14:27:00,330
3968,R007,2026-03-09T00:30:00Z,2026-03-10T00:13:00,2026-03-10T03:14:00,330
3969,R007,2026-03-10T14:29:00+00:00,2026-03-10T20:10:00,2026-03-11T00:04:00,330
3970,R007,2026-03-10T18:22:00Z,2026-03-10T22:11:00,2026-03-11T01:37:00,330
3971,R007,2026-03-10T05:32:00+00:00,2026-03-10T11:21:00,2026-03-10T14:41:00,330
3972,R007,2026-03-11T00:14:00Z,2026-03-10T11:18:00,2026-03-10T14:34:00,330
3973,R007,2026-03-09T21:47:00+00:00,2026-03-10T21:49:00,2026-03-11T01:37:00,330
3974,R007,2026-03-09T02:02:00Z,2026-03-10T04:53:00,2026-03-10T08:08:00,330
3975,R007,2026-03-10T00:30:00Z,2026-03-10T11:36:00,2026-03-10T14:12:00,330
3976,R007,2026-03-10T15:13:00Z,2026-03-10T20:28:00,2026-03-11T00:18:00,330
3977,R007,2026-03-09T18:24:00Z,2026-03-09T23:45:00,2026-03-10T02:50:00,330
3978,R007,2026-03-10T00:43:00Z,2026-03-10T20:41:00,2026-03-10T23:39:00,330
3979,R007,2026-03-10T00:01:00Z,2026-03-10T20:36:00,2026-03-11T00:13:00,330
3980,R007,2026-03-10T01:52:00Z,2026-03-10T05:20:00,2026-03-10T07:50:00,330
3981,R007,2026-03-10T02:46:00Z,2026-03-10T11:43:00,2026-03-10T14:42:00,330
3982,R007,2026-03-09T23:56:00Z,2026-03-10T04:46:00,2026-03-10T07:44:00,330
3983,R007,2026-03-08T22:25:00Z,2026-03-10T05:14:00,2026-03-10T08:06:00,330
3984,R007,2026-03-09T22:19:00Z,2026-03-10T05:12:00,2026-03-10T08:15:00,330
3985,R007,2026-03-09T15:50:00Z,2026-03-10T00:17:00,2026-03-10T03:18:00,330
3986,R007,2026-03-10T16:17:00Z,2026-03-10T21:42:00,2026-03-11T01:27:00,330
3987,R007,2026-03-10T14:56:00+00:00,2026-03-10T20:12:00,2026-03-11T00:07:00,330
3988,R007,2026-03-10T17:01:00+00:00,2026-03-10T22:18:00,2026-03-11T01:41:00,330
3989,R007,2026-03-10T02:03:00+00:00,2026-03-10T00:18:00,2026-03-10T02:54:00,330
3990,R007,2026-03-11T00:11:00+00:00,2026-03-10T20:40:00,2026-03-11T00:12:00,330
3991,R007,2026-03-08T22:01:00+00:00,2026-03-10T05:07:00,2026-03-10T07:58:00,330
3992,R007,2026-03-10T01:32:00+00:00,2026-03-10T04:47:00,2026-03-10T08:15:00,330
3993,R007,2026-03-11T00:20:00Z,2026-03-10T20:15:00,2026-03-11T00:16:00,330
3994,R007,2026-03-10T00:09:00+00:00,2026-03-09T23:57:00,2026-03-10T03:19:00,330
3995,R007,2026-03-09T23:06:00Z,2026-03-10T21:44:00,2026-03-11T01:43:00,330
3996,R007,2026-03-10T19:25:00Z,2026-03-10T22:15:00,2026-03-11T01:46:00,330
3997,R007,2026-03-09T23:45:00Z,2026-03-10T22:03:00,2026-03-11T01:30:00,330
3998,R007,2026-03-09T23:48:00Z,2026-03-09T23:59:00,2026-03-10T02:44:00,330
3999,R007,2026-03-10T00:34:00+00:00,2026-03-10T21:52:00,2026-03-11T01:13:00,330
4000,R007,2026-03-10T23:45:00+00:00,2026-03-10T11:15:00,2026-03-10T14:46:00,330
4001,R007,2026-03-11T00:18:00Z,2026-03-10T20:25:00,2026-03-10T23:44:00,330
4002,R007,2026-03-10T00:09:00+00:00,2026-03-09T23:49:00,2026-03-10T03:02:00,330
4003,R007,2026-03-10T00:10:00Z,2026-03-10T05:04:00,2026-03-10T08:09:00,330
4004,R007,2026-03-10T03:00:00Z,2026-03-10T11:10:00,2026-03-10T14:39:00,330
4005,R007,2026-03-09T21:12:00+00:00,2026-03-10T00:03:00,2026-03-10T03:20:00,330
4006,R007,2026-03-10T21:54:00Z,2026-03-10T11:17:00,2026-03-10T14:37:00,330
4007,R007,2026-03-09T23:53:00+00:00,2026-03-10T20:37:00,2026-03-10T23:47:00,330
4008,R007,2026-03-09T21:31:00+00:00,2026-03-10T20:33:00,2026-03-11T00:13:00,330
4009,R007,2026-03-09T23:46:00Z,2026-03-10T00:03:00,2026-03-10T03:03:00,330
4010,R007,2026-03-09T02:03:00Z,2026-03-10T05:07:00,2026-03-10T08:09:00,330
4011,R007,2026-03-09T22:42:00+00:00,2026-03-10T05:05:00,2026-03-10T07:55:00,330
4012,R007,2026-03-08T23:59:00+00:00,2026-03-09T23:43:00,2026-03-10T02:42:00,330
4013,R007,2026-03-10T19:28:00+00:00,2026-03-10T22:13:00,2026-03-11T01:24:00,330
4014,R007,2026-03-11T00:06:00+00:00,2026-03-10T20:15:00,2026-03-11T00:04:00,330
4015,R007,2026-03-10T19:32:00Z,2026-03-10T22:05:00,2026-03-11T01:28:00,330
4016,R007,2026-03-09T17:10:00+00:00,2026-03-09T23:52:00,2026-03-10T03:17:00,330
4017,R007,2026-03-11T00:01:00Z,2026-03-10T20:35:00,2026-03-11T00:09:00,330
4018,R007,2026-03-10T00:08:00+00:00,2026-03-10T04:49:00,2026-03-10T07:40:00,330
4019,R007,2026-03-10T00:13:00+00:00,2026-03-10T20:18:00,2026-03-10T23:43:00,330
4020,R007,2026-03-10T00:14:00+00:00,2026-03-10T21:47:00,2026-03-11T01:49:00,330
4021,R007,2026-03-09T23:47:00Z,2026-03-10T23:53:00,2026-03-11T02:46:00,330
4022,R007,2026-03-11T00:15:00Z,2026-03-11T11:34:00,2026-03-11T14:47:00,330
4023,R007,2026-03-11T01:36:00Z,2026-03-11T20:43:00,2026-03-11T23:45:00,330
4024,R007,2026-03-11T00:14:00+00:00,2026-03-11T22:17:00,2026-03-12T01:18:00,330
4025,R007,2026-03-11T15:25:00Z,2026-03-11T20:40:00,2026-03-12T00:01:00,330
4026,R007,2026-03-11T00:14:00+00:00,2026-03-11T21:49:00,2026-03-12T01:27:00,330
4027,R007,2026-03-11T00:57:00Z,2026-03-11T21:41:00,2026-03-12T01:15:00,330
4028,R007,2026-03-11T16:15:00Z,2026-03-11T21:44:00,2026-03-12T01:29:00,330
4029,R007,2026-03-09T22:44:00Z,2026-03-11T04:49:00,2026-03-11T07:59:00,330
4030,R007,2026-03-09T22:01:00+00:00,2026-03-11T05:09:00,2026-03-11T08:00:00,330
4031,R007,2026-03-09T21:51:00Z,2026-03-11T00:05:00,2026-03-11T03:03:00,330
4032,R007,2026-03-11T02:01:00Z,2026-03-11T00:15:00,2026-03-11T03:06:00,330
4033,R007,2026-03-12T02:16:00+00:00,2026-03-11T11:32:00,2026-03-11T14:27:00,330
4034,R007,2026-03-10T23:57:00Z,2026-03-11T00:16:00,2026-03-11T03:09:00,330
4035,R007,2026-03-10T23:47:00+00:00,2026-03-11T11:25:00,2026-03-11T14:31:00,330
4036,R007,2026-03-11T03:36:00+00:00,2026-03-11T11:25:00,2026-03-11T14:35:00,330
4037,R007,2026-03-10T02:01:00Z,2026-03-10T23:57:00,2026-03-11T03:07:00,330
4038,R007,2026-03-10T22:59:00Z,2026-03-11T05:17:00,2026-03-11T08:14:00,330
4039,R007,2026-03-11T07:38:00Z,2026-03-11T11:24:00,2026-03-11T14:16:00,330
4040,R007,2026-03-11T17:05:00Z,2026-03-11T22:17:00,2026-03-12T01:37:00,330
4041,R007,2026-03-10T02:20:00+00:00,2026-03-11T04:48:00,2026-03-11T07:51:00,330
4042,R007,2026-03-12T01:26:00+00:00,2026-03-11T22:04:00,2026-03-12T01:43:00,330
4043,R007,2026-03-12T00:09:00+00:00,2026-03-11T20:10:00,2026-03-11T23:40:00,330
4044,R007,2026-03-09T22:46:00+00:00,2026-03-11T05:02:00,2026-03-11T07:59:00,330
4045,R007,2026-03-10T23:26:00+00:00,2026-03-11T04:58:00,2026-03-11T08:15:00,330
4046,R007,2026-03-11T23:14:00+00:00,2026-03-11T11:19:00,2026-03-11T14:36:00,330
4047,R007,2026-03-10T23:52:00Z,2026-03-11T20:14:00,2026-03-12T00:14:00,330
4048,R007,2026-03-12T00:19:00Z,2026-03-11T22:14:00,2026-03-12T01:20:00,330
4049,R007,2026-03-11T23:51:00Z,2026-03-11T11:46:00,2026-03-11T14:25:00,330
4050,R007,2026-03-12T02:29:00+00:00,2026-03-11T22:03:00,2026-03-12T01:33:00,330
4051,R007,2026-03-10T23:25:00Z,2026-03-11T05:20:00,2026-03-11T07:46:00,330
