shipment_id,pause_start_local,pause_end_local
4379,2026-03-16T10:57:00,2026-03-16T11:42:00
4380,2026-03-16T21:23:00,2026-03-16T22:08:00
4381,2026-03-17T06:40:00,2026-03-17T07:40:00
4381,2026-03-17T06:55:00,2026-03-17T07:10:00
4383,2026-03-17T22:12:00,2026-03-18T01:43:00
4384,2026-03-17T00:40:00,2026-03-17T01:25:00
4384,2026-03-17T01:00:00,2026-03-17T01:40:00
4385,2026-03-17T06:09:00,2026-03-17T06:54:00
4385,2026-03-17T06:29:00,2026-03-17T07:09:00
4387,2026-03-17T11:32:00,2026-03-17T11:47:00
4387,2026-03-17T12:42:00,2026-03-17T13:07:00
4389,2026-03-17T23:21:00,2026-03-18T00:21:00
4389,2026-03-17T23:36:00,2026-03-17T23:51:00
4390,2026-03-17T14:23:00,2026-03-17T14:58:00
4391,2026-03-17T04:42:00,2026-03-17T08:00:00
4392,2026-03-17T22:33:00,2026-03-17T23:23:00
4392,2026-03-17T22:43:00,2026-03-17T23:13:00
4392,2026-03-17T23:08:00,2026-03-17T23:43:00
4393,2026-03-17T05:20:00,2026-03-17T05:35:00
4393,2026-03-17T06:30:00,2026-03-17T06:55:00
4394,2026-03-17T04:48:00,2026-03-17T07:54:00
4395,2026-03-17T12:10:00,2026-03-17T12:55:00
4395,2026-03-17T12:30:00,2026-03-17T13:10:00
4396,2026-03-17T11:21:00,2026-03-17T12:06:00
4398,2026-03-17T20:44:00,2026-03-17T21:14:00
4398,2026-03-17T21:14:00,2026-03-17T21:44:00
4399,2026-03-17T11:44:00,2026-03-17T14:22:00
4400,2026-03-17T05:36:00,2026-03-17T05:51:00
4400,2026-03-17T06:46:00,2026-03-17T07:11:00
4401,2026-03-17T22:00:00,2026-03-17T22:45:00
4402,2026-03-17T22:25:00,2026-03-17T22:55:00
4402,2026-03-17T22:55:00,2026-03-17T23:25:00
4403,2026-03-17T21:43:00,2026-03-18T01:37:00
4404,2026-03-17T12:35:00,2026-03-17T12:35:00
4405,2026-03-17T14:18:00,2026-03-17T14:53:00
4406,2026-03-17T22:52:00,2026-03-17T22:52:00
4407,2026-03-17T12:22:00,2026-03-17T13:12:00
4407,2026-03-17T12:32:00,2026-03-17T13:02:00
4407,2026-03-17T12:57:00,2026-03-17T13:32:00
4408,2026-03-17T22:31:00,2026-03-17T23:21:00
4408,2026-03-17T22:41:00,2026-03-17T23:11:00
4408,2026-03-17T23:06:00,2026-03-17T23:41:00
4409,2026-03-17T12:18:00,2026-03-17T13:08:00
4409,2026-03-17T12:28:00,2026-03-17T12:58:00
4409,2026-03-17T12:53:00,2026-03-17T13:28:00
4410,2026-03-17T12:04:00,2026-03-17T12:19:00
4410,2026-03-17T13:14:00,2026-03-17T13:39:00
4411,2026-03-17T01:12:00,2026-03-17T02:12:00
4411,2026-03-17T01:27:00,2026-03-17T01:42:00
4412,2026-03-17T02:45:00,2026-03-17T03:20:00
4413,2026-03-17T11:05:00,2026-03-17T11:50:00
4414,2026-03-17T08:03:00,2026-03-17T08:38:00
4415,2026-03-17T21:29:00,2026-03-17T22:14:00
4416,2026-03-17T11:18:00,2026-03-17T14:36:00
4418,2026-03-17T22:07:00,2026-03-17T22:22:00
4418,2026-03-17T23:17:00,2026-03-17T23:42:00
4419,2026-03-17T22:53:00,2026-03-17T23:38:00
4419,2026-03-17T23:13:00,2026-03-17T23:53:00
4420,2026-03-17T21:51:00,2026-03-17T22:51:00
4420,2026-03-17T22:06:00,2026-03-17T22:21:00
4421,2026-03-17T12:06:00,2026-03-17T12:36:00
4421,2026-03-17T12:36:00,2026-03-17T13:06:00
4422,2026-03-17T22:33:00,2026-03-17T22:48:00
4422,2026-03-17T23:43:00,2026-03-18T00:08:00
4424,2026-03-17T05:39:00,2026-03-17T05:39:00
4425,2026-03-17T20:16:00,2026-03-17T23:58:00
4426,2026-03-17T21:26:00,2026-03-17T22:11:00
4426,2026-03-17T21:46:00,2026-03-17T22:26:00
4427,2026-03-17T05:52:00,2026-03-17T05:52:00
4428,2026-03-17T22:32:00,2026-03-17T22:47:00
4428,2026-03-17T23:42:00,2026-03-18T00:07:00
4429,2026-03-18T01:21:00,2026-03-18T01:56:00
4430,2026-03-17T05:51:00,2026-03-17T05:51:00
4431,2026-03-17T01:17:00,2026-03-17T02:17:00
4431,2026-03-17T01:32:00,2026-03-17T01:47:00
4434,2026-03-17T03:00:00,2026-03-17T03:35:00
4435,2026-03-17T21:41:00,2026-03-17T22:26:00
4436,2026-03-17T21:36:00,2026-03-17T22:21:00
4437,2026-03-17T05:41:00,2026-03-17T06:11:00
4437,2026-03-17T06:11:00,2026-03-17T06:41:00
4438,2026-03-17T21:58:00,2026-03-17T22:58:00
4438,2026-03-17T22:13:00,2026-03-17T22:28:00
4439,2026-03-17T12:08:00,2026-03-17T12:08:00
4440,2026-03-17T14:20:00,2026-03-17T14:55:00
4441,2026-03-18T20:18:00,2026-03-18T21:03:00
4443,2026-03-18T11:08:00,2026-03-18T11:53:00
4444,2026-03-18T01:13:00,2026-03-18T02:13:00
4444,2026-03-18T01:28:00,2026-03-18T01:43:00
4445,2026-03-19T01:35:00,2026-03-19T02:10:00
4446,2026-03-18T02:37:00,2026-03-18T03:12:00
4447,2026-03-18T20:28:00,2026-03-19T00:00:00
4448,2026-03-18T11:46:00,2026-03-18T12:16:00
4448,2026-03-18T12:16:00,2026-03-18T12:46:00
4449,2026-03-18T21:32:00,2026-03-18T22:17:00
4450,2026-03-18T05:35:00,2026-03-18T06:05:00
4450,2026-03-18T06:05:00,2026-03-18T06:35:00
4451,2026-03-18T06:12:00,2026-03-18T06:57:00
4451,2026-03-18T06:32:00,2026-03-18T07:12:00
4452,2026-03-18T12:43:00,2026-03-18T13:28:00
4452,2026-03-18T13:03:00,2026-03-18T13:43:00
4453,2026-03-18T19:52:00,2026-03-18T20:37:00
4454,2026-03-18T21:27:00,2026-03-18T22:17:00
4454,2026-03-18T21:37:00,2026-03-18T22:07:00
4454,2026-03-18T22:02:00,2026-03-18T22:37:00
4455,2026-03-18T12:32:00,2026-03-18T12:32:00
4456,2026-03-18T12:02:00,2026-03-18T12:32:00
4456,2026-03-18T12:32:00,2026-03-18T13:02:00
4457,2026-03-18T21:03:00,2026-03-18T21:03:00
4458,2026-03-18T12:42:00,2026-03-18T13:27:00
4458,2026-03-18T13:02:00,2026-03-18T13:42:00
4459,2026-03-18T01:25:00,2026-03-18T02:25:00
4459,2026-03-18T01:40:00,2026-03-18T01:55:00
4460,2026-03-18T03:00:00,2026-03-18T03:35:00
4461,2026-03-18T12:39:00,2026-03-18T13:24:00
4461,2026-03-18T12:59:00,2026-03-18T13:39:00
4462,2026-03-18T00:29:00,2026-03-18T00:44:00
4462,2026-03-18T01:39:00,2026-03-18T02:04:00
4463,2026-03-18T12:14:00,2026-03-18T13:04:00
4463,2026-03-18T12:24:00,2026-03-18T12:54:00
4463,2026-03-18T12:49:00,2026-03-18T13:24:00
4464,2026-03-18T22:39:00,2026-03-18T23:09:00
4464,2026-03-18T23:09:00,2026-03-18T23:39:00
4465,2026-03-18T13:56:00,2026-03-18T14:31:00
4466,2026-03-18T12:24:00,2026-03-18T12:24:00
4467,2026-03-18T11:51:00,2026-03-18T12:21:00
4467,2026-03-18T12:21:00,2026-03-18T12:51:00
4468,2026-03-18T04:33:00,2026-03-18T05:18:00
4469,2026-03-17T23:42:00,2026-03-18T00:27:00
4470,2026-03-18T20:56:00,2026-03-18T20:56:00
4471,2026-03-18T07:56:00,2026-03-18T08:31:00
4472,2026-03-18T11:31:00,2026-03-18T11:46:00
4472,2026-03-18T12:41:00,2026-03-18T13:06:00
4473,2026-03-18T00:48:00,2026-03-18T00:48:00
4474,2026-03-18T01:16:00,2026-03-18T02:01:00
4474,2026-03-18T01:36:00,2026-03-18T02:16:00
4475,2026-03-19T01:19:00,2026-03-19T01:54:00
4476,2026-03-18T11:56:00,2026-03-18T11:56:00
4477,2026-03-18T21:07:00,2026-03-18T21:57:00
4477,2026-03-18T21:17:00,2026-03-18T21:47:00
4477,2026-03-18T21:42:00,2026-03-18T22:17:00
4478,2026-03-18T11:19:00,2026-03-18T12:04:00
4479,2026-03-18T12:24:00,2026-03-18T13:14:00
4479,2026-03-18T12:34:00,2026-03-18T13:04:00
4479,2026-03-18T12:59:00,2026-03-18T13:34:00
4480,2026-03-18T12:17:00,2026-03-18T13:07:00
4480,2026-03-18T12:27:00,2026-03-18T12:57:00
4480,2026-03-18T12:52:00,2026-03-18T13:27:00
4481,2026-03-18T19:54:00,2026-03-18T20:39:00
4485,2026-03-18T05:52:00,2026-03-18T06:37:00
4485,2026-03-18T06:12:00,2026-03-18T06:52:00
4486,2026-03-18T11:20:00,2026-03-18T14:40:00
4487,2026-03-18T00:02:00,2026-03-18T00:17:00
4487,2026-03-18T01:12:00,2026-03-18T01:37:00
4488,2026-03-18T00:40:00,2026-03-18T00:55:00
4488,2026-03-18T01:50:00,2026-03-18T02:15:00
4489,2026-03-18T05:33:00,2026-03-18T05:48:00
4489,2026-03-18T06:43:00,2026-03-18T07:08:00
4490,2026-03-18T21:42:00,2026-03-18T22:27:00
4491,2026-03-18T00:11:00,2026-03-18T00:41:00
4491,2026-03-18T00:41:00,2026-03-18T01:11:00
4492,2026-03-18T11:10:00,2026-03-18T11:55:00
4493,2026-03-18T01:35:00,2026-03-18T02:35:00
4493,2026-03-18T01:50:00,2026-03-18T02:05:00
4494,2026-03-18T13:05:00,2026-03-18T14:05:00
4494,2026-03-18T13:20:00,2026-03-18T13:35:00
4495,2026-03-18T05:10:00,2026-03-18T05:40:00
4495,2026-03-18T05:40:00,2026-03-18T06:10:00
4496,2026-03-18T05:23:00,2026-03-18T05:53:00
4496,2026-03-18T05:53:00,2026-03-18T06:23:00
4497,2026-03-18T20:55:00,2026-03-18T21:45:00
4497,2026-03-18T21:05:00,2026-03-18T21:35:00
4497,2026-03-18T21:30:00,2026-03-18T22:05:00
4499,2026-03-18T11:22:00,2026-03-18T14:49:00
4500,2026-03-18T00:25:00,2026-03-18T00:55:00
4500,2026-03-18T00:55:00,2026-03-18T01:25:00
4501,2026-03-19T05:58:00,2026-03-19T06:43:00
4501,2026-03-19T06:18:00,2026-03-19T06:58:00
4502,2026-03-19T21:29:00,2026-03-19T21:29:00
4503,2026-03-19T10:52:00,2026-03-19T11:37:00
4504,2026-03-19T22:00:00,2026-03-19T22:15:00
4504,2026-03-19T23:10:00,2026-03-19T23:35:00
4505,2026-03-19T05:46:00,2026-03-19T06:16:00
4505,2026-03-19T06:16:00,2026-03-19T06:46:00
4506,2026-03-19T01:14:00,2026-03-19T02:14:00
4506,2026-03-19T01:29:00,2026-03-19T01:44:00
4507,2026-03-19T04:26:00,2026-03-19T05:11:00
4508,2026-03-19T22:31:00,2026-03-19T23:01:00
4508,2026-03-19T23:01:00,2026-03-19T23:31:00
4509,2026-03-19T05:01:00,2026-03-19T08:02:00
4510,2026-03-19T11:40:00,2026-03-19T14:15:00
4511,2026-03-19T20:11:00,2026-03-20T00:00:00
4512,2026-03-19T22:42:00,2026-03-19T23:27:00
4512,2026-03-19T23:02:00,2026-03-19T23:42:00
4513,2026-03-19T06:14:00,2026-03-19T07:14:00
4513,2026-03-19T06:29:00,2026-03-19T06:44:00
4514,2026-03-19T11:10:00,2026-03-19T11:55:00
4516,2026-03-19T04:51:00,2026-03-19T08:10:00
4517,2026-03-19T01:02:00,2026-03-19T01:02:00
4519,2026-03-19T12:33:00,2026-03-19T13:33:00
4519,2026-03-19T12:48:00,2026-03-19T13:03:00
4520,2026-03-19T06:02:00,2026-03-19T06:47:00
4520,2026-03-19T06:22:00,2026-03-19T07:02:00
4521,2026-03-19T05:06:00,2026-03-19T08:19:00
4523,2026-03-19T01:08:00,2026-03-19T02:08:00
4523,2026-03-19T01:23:00,2026-03-19T01:38:00
4524,2026-03-19T01:27:00,2026-03-19T02:27:00
4524,2026-03-19T01:42:00,2026-03-19T01:57:00
4525,2026-03-19T21:06:00,2026-03-19T21:36:00
4525,2026-03-19T21:36:00,2026-03-19T22:06:00
4526,2026-03-19T01:33:00,2026-03-19T02:33:00
4526,2026-03-19T01:48:00,2026-03-19T02:03:00
4527,2026-03-19T01:18:00,2026-03-19T02:03:00
4527,2026-03-19T01:38:00,2026-03-19T02:18:00
4528,2026-03-19T05:58:00,2026-03-19T05:58:00
4529,2026-03-19T05:16:00,2026-03-19T08:02:00
4530,2026-03-19T04:51:00,2026-03-19T07:45:00
4531,2026-03-19T23:06:00,2026-03-19T23:51:00
4531,2026-03-19T23:26:00,2026-03-20T00:06:00
4532,2026-03-19T21:18:00,2026-03-19T22:03:00
4532,2026-03-19T21:38:00,2026-03-19T22:18:00
4533,2026-03-19T06:09:00,2026-03-19T07:09:00
4533,2026-03-19T06:24:00,2026-03-19T06:39:00
4534,2026-03-19T22:22:00,2026-03-19T22:37:00
4534,2026-03-19T23:32:00,2026-03-19T23:57:00
4535,2026-03-18T23:58:00,2026-03-19T00:43:00
4537,2026-03-19T05:47:00,2026-03-19T06:17:00
4537,2026-03-19T06:17:00,2026-03-19T06:47:00
4538,2026-03-19T12:46:00,2026-03-19T13:31:00
4538,2026-03-19T13:06:00,2026-03-19T13:46:00
4539,2026-03-19T06:17:00,2026-03-19T07:02:00
4539,2026-03-19T06:37:00,2026-03-19T07:17:00
4540,2026-03-19T20:42:00,2026-03-19T20:57:00
4540,2026-03-19T21:52:00,2026-03-19T22:17:00
4541,2026-03-19T13:07:00,2026-03-19T14:07:00
4541,2026-03-19T13:22:00,2026-03-19T13:37:00
4542,2026-03-19T22:24:00,2026-03-19T22:54:00
4542,2026-03-19T22:54:00,2026-03-19T23:24:00
4543,2026-03-19T22:08:00,2026-03-20T01:19:00
4544,2026-03-19T21:49:00,2026-03-19T22:34:00
4545,2026-03-19T14:31:00,2026-03-19T15:06:00
4546,2026-03-20T01:09:00,2026-03-20T01:44:00
4547,2026-03-18T23:26:00,2026-03-19T00:11:00
4549,2026-03-19T12:39:00,2026-03-19T13:24:00
4549,2026-03-19T12:59:00,2026-03-19T13:39:00
4550,2026-03-19T12:27:00,2026-03-19T13:17:00
4550,2026-03-19T12:37:00,2026-03-19T13:07:00
4550,2026-03-19T13:02:00,2026-03-19T13:37:00
4551,2026-03-19T20:04:00,2026-03-19T20:49:00
4552,2026-03-19T00:36:00,2026-03-19T00:36:00
4553,2026-03-19T07:46:00,2026-03-19T08:21:00
4554,2026-03-19T11:31:00,2026-03-19T14:13:00
4555,2026-03-19T06:12:00,2026-03-19T06:57:00
4555,2026-03-19T06:32:00,2026-03-19T07:12:00
4556,2026-03-19T12:05:00,2026-03-19T12:20:00
4556,2026-03-19T13:15:00,2026-03-19T13:40:00
4557,2026-03-19T21:30:00,2026-03-19T22:15:00
4558,2026-03-19T05:20:00,2026-03-19T07:45:00
4559,2026-03-19T01:12:00,2026-03-19T02:12:00
4559,2026-03-19T01:27:00,2026-03-19T01:42:00
4560,2026-03-19T06:04:00,2026-03-19T06:04:00
4561,2026-03-20T00:16:00,2026-03-20T03:18:00
4562,2026-03-20T05:01:00,2026-03-20T05:16:00
4562,2026-03-20T06:11:00,2026-03-20T06:36:00
4564,2026-03-20T21:14:00,2026-03-20T21:59:00
4564,2026-03-20T21:34:00,2026-03-20T22:14:00
4566,2026-03-20T21:18:00,2026-03-20T21:48:00
4566,2026-03-20T21:48:00,2026-03-20T22:18:00
4567,2026-03-20T00:52:00,2026-03-20T00:52:00
4568,2026-03-20T07:44:00,2026-03-20T08:19:00
4569,2026-03-20T14:28:00,2026-03-20T15:03:00
4570,2026-03-20T00:29:00,2026-03-20T00:59:00
4570,2026-03-20T00:59:00,2026-03-20T01:29:00
4571,2026-03-20T14:27:00,2026-03-20T15:02:00
4572,2026-03-20T21:13:00,2026-03-20T21:58:00
4572,2026-03-20T21:33:00,2026-03-20T22:13:00
4573,2026-03-20T05:42:00,2026-03-20T06:32:00
4573,2026-03-20T05:52:00,2026-03-20T06:22:00
4573,2026-03-20T06:17:00,2026-03-20T06:52:00
4575,2026-03-20T12:06:00,2026-03-20T12:56:00
4575,2026-03-20T12:16:00,2026-03-20T12:46:00
4575,2026-03-20T12:41:00,2026-03-20T13:16:00
4576,2026-03-20T23:38:00,2026-03-21T00:38:00
4576,2026-03-20T23:53:00,2026-03-21T00:08:00
4577,2026-03-20T21:08:00,2026-03-20T21:58:00
4577,2026-03-20T21:18:00,2026-03-20T21:48:00
4577,2026-03-20T21:43:00,2026-03-20T22:18:00
4578,2026-03-20T12:56:00,2026-03-20T13:56:00
4578,2026-03-20T13:11:00,2026-03-20T13:26:00
4579,2026-03-20T00:19:00,2026-03-20T00:49:00
4579,2026-03-20T00:49:00,2026-03-20T01:19:00
4580,2026-03-20T23:17:00,2026-03-21T00:17:00
4580,2026-03-20T23:32:00,2026-03-20T23:47:00
4581,2026-03-19T23:51:00,2026-03-20T02:49:00
4582,2026-03-20T12:20:00,2026-03-20T12:20:00
4583,2026-03-20T21:12:00,2026-03-20T22:02:00
4583,2026-03-20T21:22:00,2026-03-20T21:52:00
4583,2026-03-20T21:47:00,2026-03-20T22:22:00
4584,2026-03-20T21:49:00,2026-03-20T22:34:00
4585,2026-03-20T00:58:00,2026-03-20T00:58:00
4586,2026-03-20T21:23:00,2026-03-20T22:08:00
4587,2026-03-20T05:00:00,2026-03-20T05:45:00
4588,2026-03-20T23:00:00,2026-03-20T23:50:00
4588,2026-03-20T23:10:00,2026-03-20T23:40:00
4588,2026-03-20T23:35:00,2026-03-21T00:10:00
4589,2026-03-20T06:25:00,2026-03-20T07:25:00
4589,2026-03-20T06:40:00,2026-03-20T06:55:00
4590,2026-03-20T11:03:00,2026-03-20T11:48:00
4591,2026-03-20T01:13:00,2026-03-20T01:58:00
4591,2026-03-20T01:33:00,2026-03-20T02:13:00
4592,2026-03-20T05:01:00,2026-03-20T05:16:00
4592,2026-03-20T06:11:00,2026-03-20T06:36:00
4593,2026-03-20T11:20:00,2026-03-20T14:47:00
4596,2026-03-20T12:02:00,2026-03-20T12:17:00
4596,2026-03-20T13:12:00,2026-03-20T13:37:00
4598,2026-03-20T11:45:00,2026-03-20T12:15:00
4598,2026-03-20T12:15:00,2026-03-20T12:45:00
4599,2026-03-20T05:55:00,2026-03-20T06:40:00
4599,2026-03-20T06:15:00,2026-03-20T06:55:00
4600,2026-03-20T21:51:00,2026-03-20T22:51:00
4600,2026-03-20T22:06:00,2026-03-20T22:21:00
4601,2026-03-20T11:22:00,2026-03-20T14:19:00
4602,2026-03-20T20:16:00,2026-03-20T21:01:00
4604,2026-03-20T12:36:00,2026-03-20T13:36:00
4604,2026-03-20T12:51:00,2026-03-20T13:06:00
4605,2026-03-20T06:06:00,2026-03-20T06:51:00
4605,2026-03-20T06:26:00,2026-03-20T07:06:00
4607,2026-03-20T22:19:00,2026-03-21T01:34:00
4608,2026-03-20T23:26:00,2026-03-21T00:26:00
4608,2026-03-20T23:41:00,2026-03-20T23:56:00
4609,2026-03-20T20:55:00,2026-03-20T20:55:00
4610,2026-03-20T04:42:00,2026-03-20T05:27:00
4612,2026-03-20T05:44:00,2026-03-20T06:29:00
4612,2026-03-20T06:04:00,2026-03-20T06:44:00
4613,2026-03-20T02:27:00,2026-03-20T03:02:00
4614,2026-03-20T20:32:00,2026-03-20T20:47:00
4614,2026-03-20T21:42:00,2026-03-20T22:07:00
4616,2026-03-20T00:32:00,2026-03-20T00:32:00
4617,2026-03-20T12:23:00,2026-03-20T13:08:00
4617,2026-03-20T12:43:00,2026-03-20T13:23:00
4618,2026-03-20T11:58:00,2026-03-20T12:28:00
4618,2026-03-20T12:28:00,2026-03-20T12:58:00
4619,2026-03-20T20:41:00,2026-03-20T20:56:00
4619,2026-03-20T21:51:00,2026-03-20T22:16:00
4620,2026-03-20T00:15:00,2026-03-20T00:45:00
4620,2026-03-20T00:45:00,2026-03-20T01:15:00
4621,2026-03-10T21:41:00,2026-03-11T01:16:00
4622,2026-03-10T20:45:00,2026-03-10T21:15:00
4622,2026-03-10T21:15:00,2026-03-10T21:45:00
4623,2026-03-10T05:30:00,2026-03-10T06:20:00
4623,2026-03-10T05:40:00,2026-03-10T06:10:00
4623,2026-03-10T06:05:00,2026-03-10T06:40:00
4625,2026-03-10T05:36:00,2026-03-10T06:06:00
4625,2026-03-10T06:06:00,2026-03-10T06:36:00
4626,2026-03-10T01:13:00,2026-03-10T01:58:00
4626,2026-03-10T01:33:00,2026-03-10T02:13:00
4627,2026-03-10T23:20:00,2026-03-11T00:05:00
4627,2026-03-10T23:40:00,2026-03-11T00:20:00
4628,2026-03-09T23:52:00,2026-03-10T00:37:00
4629,2026-03-10T22:30:00,2026-03-10T22:45:00
4629,2026-03-10T23:40:00,2026-03-11T00:05:00
4630,2026-03-10T22:32:00,2026-03-10T23:22:00
4630,2026-03-10T22:42:00,2026-03-10T23:12:00
4630,2026-03-10T23:07:00,2026-03-10T23:42:00
4631,2026-03-10T05:52:00,2026-03-10T06:37:00
4631,2026-03-10T06:12:00,2026-03-10T06:52:00
4632,2026-03-10T01:31:00,2026-03-10T02:31:00
4632,2026-03-10T01:46:00,2026-03-10T02:01:00
4633,2026-03-10T00:47:00,2026-03-10T01:37:00
4633,2026-03-10T00:57:00,2026-03-10T01:27:00
4633,2026-03-10T01:22:00,2026-03-10T01:57:00
4634,2026-03-10T11:18:00,2026-03-10T14:16:00
4635,2026-03-10T05:49:00,2026-03-10T06:39:00
4635,2026-03-10T05:59:00,2026-03-10T06:29:00
4635,2026-03-10T06:24:00,2026-03-10T06:59:00
4636,2026-03-10T05:38:00,2026-03-10T06:28:00
4636,2026-03-10T05:48:00,2026-03-10T06:18:00
4636,2026-03-10T06:13:00,2026-03-10T06:48:00
4637,2026-03-10T12:23:00,2026-03-10T13:13:00
4637,2026-03-10T12:33:00,2026-03-10T13:03:00
4637,2026-03-10T12:58:00,2026-03-10T13:33:00
4638,2026-03-10T23:27:00,2026-03-11T00:02:00
4639,2026-03-10T12:03:00,2026-03-10T12:53:00
4639,2026-03-10T12:13:00,2026-03-10T12:43:00
4639,2026-03-10T12:38:00,2026-03-10T13:13:00
4640,2026-03-10T22:26:00,2026-03-10T23:16:00
4640,2026-03-10T22:36:00,2026-03-10T23:06:00
4640,2026-03-10T23:01:00,2026-03-10T23:36:00
4641,2026-03-10T06:36:00,2026-03-10T07:36:00
4641,2026-03-10T06:51:00,2026-03-10T07:06:00
4642,2026-03-10T00:35:00,2026-03-10T00:50:00
4642,2026-03-10T01:45:00,2026-03-10T02:10:00
4643,2026-03-10T02:45:00,2026-03-10T03:20:00
4646,2026-03-10T01:37:00,2026-03-10T02:37:00
4646,2026-03-10T01:52:00,2026-03-10T02:07:00
4647,2026-03-10T21:52:00,2026-03-10T22:52:00
4647,2026-03-10T22:07:00,2026-03-10T22:22:00
4648,2026-03-10T05:25:00,2026-03-10T05:25:00
4650,2026-03-10T04:39:00,2026-03-10T05:24:00
4651,2026-03-09T23:41:00,2026-03-10T00:26:00
4652,2026-03-10T20:39:00,2026-03-10T20:54:00
4652,2026-03-10T21:49:00,2026-03-10T22:14:00
4653,2026-03-10T01:09:00,2026-03-10T01:54:00
4653,2026-03-10T01:29:00,2026-03-10T02:09:00
4654,2026-03-10T05:12:00,2026-03-10T05:27:00
4654,2026-03-10T06:22:00,2026-03-10T06:47:00
4656,2026-03-10T02:43:00,2026-03-10T03:18:00
4657,2026-03-10T01:15:00,2026-03-10T02:00:00
4657,2026-03-10T01:35:00,2026-03-10T02:15:00
4658,2026-03-10T23:35:00,2026-03-11T00:10:00
4659,2026-03-10T05:50:00,2026-03-10T05:50:00
4660,2026-03-10T00:54:00,2026-03-10T01:44:00
4660,2026-03-10T01:04:00,2026-03-10T01:34:00
4660,2026-03-10T01:29:00,2026-03-10T02:04:00
4661,2026-03-10T21:07:00,2026-03-10T21:37:00
4661,2026-03-10T21:37:00,2026-03-10T22:07:00
4662,2026-03-10T22:00:00,2026-03-10T22:15:00
4662,2026-03-10T23:10:00,2026-03-10T23:35:00
4663,2026-03-10T05:37:00,2026-03-10T05:37:00
4665,2026-03-10T20:19:00,2026-03-10T23:57:00
4666,2026-03-10T23:04:00,2026-03-10T23:49:00
4666,2026-03-10T23:24:00,2026-03-11T00:04:00
4667,2026-03-10T00:29:00,2026-03-10T00:29:00
4668,2026-03-10T06:01:00,2026-03-10T07:01:00
4668,2026-03-10T06:16:00,2026-03-10T06:31:00
4669,2026-03-10T19:52:00,2026-03-10T20:37:00
4670,2026-03-10T07:32:00,2026-03-10T08:07:00
4672,2026-03-10T00:23:00,2026-03-10T00:53:00
4672,2026-03-10T00:53:00,2026-03-10T01:23:00
4673,2026-03-10T02:34:00,2026-03-10T03:09:00
4674,2026-03-10T12:41:00,2026-03-10T13:26:00
4674,2026-03-10T13:01:00,2026-03-10T13:41:00
4676,2026-03-10T12:14:00,2026-03-10T12:59:00
4676,2026-03-10T12:34:00,2026-03-10T13:14:00
4677,2026-03-10T12:30:00,2026-03-10T13:30:00
4677,2026-03-10T12:45:00,2026-03-10T13:00:00
4678,2026-03-10T01:03:00,2026-03-10T01:03:00
4679,2026-03-10T05:00:00,2026-03-10T05:15:00
4679,2026-03-10T06:10:00,2026-03-10T06:35:00
4680,2026-03-10T00:57:00,2026-03-10T01:42:00
4680,2026-03-10T01:17:00,2026-03-10T01:57:00
4681,2026-03-11T00:20:00,2026-03-11T02:58:00
4682,2026-03-11T12:21:00,2026-03-11T13:11:00
4682,2026-03-11T12:31:00,2026-03-11T13:01:00
4682,2026-03-11T12:56:00,2026-03-11T13:31:00
4683,2026-03-11T21:09:00,2026-03-11T21:24:00
4683,2026-03-11T22:19:00,2026-03-11T22:44:00
4684,2026-03-11T12:56:00,2026-03-11T13:56:00
4684,2026-03-11T13:11:00,2026-03-11T13:26:00
4686,2026-03-11T20:50:00,2026-03-11T21:40:00
4686,2026-03-11T21:00:00,2026-03-11T21:30:00
4686,2026-03-11T21:25:00,2026-03-11T22:00:00
4687,2026-03-11T22:51:00,2026-03-11T23:36:00
4687,2026-03-11T23:11:00,2026-03-11T23:51:00
4688,2026-03-11T21:51:00,2026-03-11T22:51:00
4688,2026-03-11T22:06:00,2026-03-11T22:21:00
4689,2026-03-11T04:52:00,2026-03-11T07:55:00
4690,2026-03-11T22:53:00,2026-03-11T23:38:00
4690,2026-03-11T23:13:00,2026-03-11T23:53:00
4691,2026-03-11T20:16:00,2026-03-11T23:59:00
4692,2026-03-11T05:49:00,2026-03-11T06:34:00
4692,2026-03-11T06:09:00,2026-03-11T06:49:00
4693,2026-03-11T00:58:00,2026-03-11T01:48:00
4693,2026-03-11T01:08:00,2026-03-11T01:38:00
4693,2026-03-11T01:33:00,2026-03-11T02:08:00
4694,2026-03-11T12:20:00,2026-03-11T13:10:00
4694,2026-03-11T12:30:00,2026-03-11T13:00:00
4694,2026-03-11T12:55:00,2026-03-11T13:30:00
4695,2026-03-11T00:53:00,2026-03-11T01:38:00
4695,2026-03-11T01:13:00,2026-03-11T01:53:00
4696,2026-03-11T00:00:00,2026-03-11T00:15:00
4696,2026-03-11T01:10:00,2026-03-11T01:35:00
4697,2026-03-11T20:03:00,2026-03-11T20:48:00
4698,2026-03-11T00:40:00,2026-03-11T01:25:00
4698,2026-03-11T01:00:00,2026-03-11T01:40:00
4699,2026-03-11T14:28:00,2026-03-11T15:03:00
4700,2026-03-11T05:30:00,2026-03-11T06:20:00
4700,2026-03-11T05:40:00,2026-03-11T06:10:00
4700,2026-03-11T06:05:00,2026-03-11T06:40:00
4701,2026-03-11T21:20:00,2026-03-11T21:20:00
4702,2026-03-11T04:45:00,2026-03-11T07:41:00
4703,2026-03-11T22:06:00,2026-03-11T23:06:00
4703,2026-03-11T22:21:00,2026-03-11T22:36:00
